Date,Consumption (Kwh)
05-05-2021 11:00,14.52935294
05-05-2021 12:00,14.63876471
05-05-2021 13:00,14.38658824
05-05-2021 14:00,14.63588235
05-05-2021 15:00,13.84517647
05-05-2021 16:00,14.12752941
05-05-2021 17:00,13.87464706
05-05-2021 18:00,13.84511765
05-05-2021 19:00,14.21023529
05-05-2021 20:00,14.21617647
05-05-2021 21:00,13.60941176
05-05-2021 22:00,12.88752941
05-05-2021 23:00,12.38370588
06-05-2021 00:00,12.60623529
06-05-2021 01:00,12.67217647
06-05-2021 02:00,12.90411765
06-05-2021 03:00,12.89964706
06-05-2021 04:00,12.89452941
06-05-2021 05:00,13.03652941
06-05-2021 06:00,13.10876471
06-05-2021 07:00,12.82911765
06-05-2021 08:00,13.34794118
06-05-2021 09:00,12.97058824
06-05-2021 10:00,13.71705882
06-05-2021 11:00,13.86064706
06-05-2021 12:00,13.56152941
06-05-2021 13:00,13.11847059
06-05-2021 14:00,13.54035294
06-05-2021 15:00,13.54994118
06-05-2021 16:00,13.896
06-05-2021 17:00,13.59917647
06-05-2021 18:00,13.38035294
06-05-2021 19:00,13.584
06-05-2021 20:00,13.54835294
06-05-2021 21:00,13.70141176
06-05-2021 22:00,13.31982353
06-05-2021 23:00,13.49688235
07-05-2021 00:00,13.63694118
07-05-2021 01:00,13.24376471
07-05-2021 02:00,13.42470588
07-05-2021 03:00,13.11994118
07-05-2021 04:00,13.03
07-05-2021 05:00,12.88311765
07-05-2021 06:00,13.29205882
07-05-2021 07:00,12.82617647
07-05-2021 08:00,12.85794118
07-05-2021 09:00,12.24664706
07-05-2021 10:00,12.37829412
07-05-2021 11:00,12.32876471
07-05-2021 12:00,12.20788235
07-05-2021 13:00,12.36623529
07-05-2021 14:00,12.03435294
07-05-2021 15:00,12.01905882
07-05-2021 16:00,11.85470588
07-05-2021 17:00,12.14405882
07-05-2021 18:00,12.10088235
07-05-2021 19:00,11.89223529
07-05-2021 20:00,11.54717647
07-05-2021 21:00,11.40864706
07-05-2021 22:00,11.26811765
07-05-2021 23:00,11.37658824
08-05-2021 00:00,11.44335294
08-05-2021 01:00,11.27117647
08-05-2021 02:00,11.31723529
08-05-2021 03:00,11.19541176
08-05-2021 04:00,11.08876471
08-05-2021 05:00,11.00794118
08-05-2021 06:00,10.73411765
08-05-2021 07:00,11.253
08-05-2021 08:00,11.05958824
08-05-2021 09:00,11.07176471
08-05-2021 10:00,11.24217647
08-05-2021 11:00,11.07047059
08-05-2021 12:00,11.08505882
08-05-2021 13:00,11.202
08-05-2021 14:00,11.36135294
08-05-2021 15:00,11.36782353
08-05-2021 16:00,10.83688235
08-05-2021 17:00,10.97952941
08-05-2021 18:00,11.03735294
08-05-2021 19:00,10.98705882
08-05-2021 20:00,10.91641176
08-05-2021 21:00,11.23223529
08-05-2021 22:00,10.87
08-05-2021 23:00,10.90817647
09-05-2021 00:00,10.36976471
09-05-2021 01:00,10.248
09-05-2021 02:00,9.786764706
09-05-2021 03:00,9.228705882
09-05-2021 04:00,9.197352941
09-05-2021 05:00,9.007470588
09-05-2021 06:00,8.812823529
09-05-2021 07:00,8.502588235
09-05-2021 08:00,8.289882353
09-05-2021 09:00,8.159117647
09-05-2021 10:00,8.016294118
09-05-2021 11:00,7.544470588
09-05-2021 12:00,7.678941176
09-05-2021 13:00,7.334411765
09-05-2021 14:00,6.832705882
09-05-2021 15:00,6.796176471
09-05-2021 16:00,6.570176471
09-05-2021 17:00,6.560294118
09-05-2021 18:00,6.826058824
09-05-2021 19:00,6.936
09-05-2021 20:00,7.025058824
09-05-2021 21:00,6.993411765
09-05-2021 22:00,6.908117647
09-05-2021 23:00,6.738705882
10-05-2021 00:00,6.646117647
10-05-2021 01:00,6.587647059
10-05-2021 02:00,6.482117647
10-05-2021 03:00,6.254117647
10-05-2021 04:00,6.259588235
10-05-2021 05:00,6.195235294
10-05-2021 06:00,6.487764706
10-05-2021 07:00,6.758823529
10-05-2021 08:00,6.863176471
10-05-2021 09:00,7.015176471
10-05-2021 10:00,6.819529412
10-05-2021 11:00,7.116235294
10-05-2021 12:00,7.236529412
10-05-2021 13:00,7.029764706
10-05-2021 14:00,7.204941176
10-05-2021 15:00,7.415294118
10-05-2021 16:00,7.568529412
10-05-2021 17:00,7.979058824
10-05-2021 18:00,8.663411765
10-05-2021 19:00,8.893411765
10-05-2021 20:00,9.267705882
10-05-2021 21:00,9.470470588
10-05-2021 22:00,9.587470588
10-05-2021 23:00,9.306058824
11-05-2021 00:00,9.393529412
11-05-2021 01:00,9.834882353
11-05-2021 02:00,10.11817647
11-05-2021 03:00,10.45264706
11-05-2021 04:00,10.01494118
11-05-2021 05:00,10.19952941
11-05-2021 06:00,10.45564706
11-05-2021 07:00,10.37688235
11-05-2021 08:00,10.84258824
11-05-2021 09:00,11.05394118
11-05-2021 10:00,11.03129412
11-05-2021 11:00,10.66752941
11-05-2021 12:00,11.06194118
11-05-2021 13:00,10.87211765
11-05-2021 14:00,11.11552941
11-05-2021 15:00,11.81429412
11-05-2021 16:00,12.40252941
11-05-2021 17:00,12.52894118
11-05-2021 18:00,12.34529412
11-05-2021 19:00,12.535
11-05-2021 20:00,12.45623529
11-05-2021 21:00,12.75188235
11-05-2021 22:00,13.27982353
11-05-2021 23:00,13.72123529
12-05-2021 00:00,13.93523529
12-05-2021 01:00,13.60388235
12-05-2021 02:00,13.91758824
12-05-2021 03:00,13.97488235
12-05-2021 04:00,13.98523529
12-05-2021 05:00,14.081
12-05-2021 06:00,14.48723529
12-05-2021 07:00,14.43288235
12-05-2021 08:00,13.58405882
12-05-2021 09:00,13.78023529
12-05-2021 10:00,13.68894118
12-05-2021 11:00,13.67358824
12-05-2021 12:00,13.74152941
12-05-2021 13:00,14.05888235
12-05-2021 14:00,13.92435294
12-05-2021 15:00,13.26835294
12-05-2021 16:00,13.03558824
12-05-2021 17:00,13.14788235
12-05-2021 18:00,13.22088235
12-05-2021 19:00,13.45288235
12-05-2021 20:00,13.87552941
12-05-2021 21:00,13.91341176
12-05-2021 22:00,13.55741176
12-05-2021 23:00,13.56935294
13-05-2021 00:00,13.58894118
13-05-2021 01:00,13.74552941
13-05-2021 02:00,14.32776471
13-05-2021 03:00,14.40835294
13-05-2021 04:00,14.354
13-05-2021 05:00,13.95229412
13-05-2021 06:00,14.00217647
13-05-2021 07:00,14.12317647
13-05-2021 08:00,14.47735294
13-05-2021 09:00,14.92941176
13-05-2021 10:00,15.43552941
13-05-2021 11:00,15.16811765
13-05-2021 12:00,14.55070588
13-05-2021 13:00,14.05623529
13-05-2021 14:00,14.03476471
13-05-2021 15:00,14.12705882
13-05-2021 16:00,14.34935294
13-05-2021 17:00,14.52123529
13-05-2021 18:00,14.41676471
13-05-2021 19:00,13.64058824
13-05-2021 20:00,13.93317647
13-05-2021 21:00,14.03417647
13-05-2021 22:00,14.00788235
13-05-2021 23:00,13.77805882
14-05-2021 00:00,14.38517647
14-05-2021 01:00,14.02405882
14-05-2021 02:00,13.47564706
14-05-2021 03:00,13.22711765
14-05-2021 04:00,13.49694118
14-05-2021 05:00,13.61729412
14-05-2021 06:00,14.47747059
14-05-2021 07:00,14.78029412
14-05-2021 08:00,14.73958824
14-05-2021 09:00,14.33635294
14-05-2021 10:00,15.08923529
14-05-2021 11:00,15.18188235
14-05-2021 12:00,15.12782353
14-05-2021 13:00,15.29929412
14-05-2021 14:00,15.99205882
14-05-2021 15:00,15.80758824
14-05-2021 16:00,16.01623529
14-05-2021 17:00,15.69488235
14-05-2021 18:00,15.90111765
14-05-2021 19:00,15.82211765
14-05-2021 20:00,15.77964706
14-05-2021 21:00,15.81752941
14-05-2021 22:00,15.93747059
14-05-2021 23:00,15.09788235
15-05-2021 00:00,15.41147059
15-05-2021 01:00,15.37776471
15-05-2021 02:00,15.29394118
15-05-2021 03:00,14.70823529
15-05-2021 04:00,15.18047059
15-05-2021 05:00,15.04605882
15-05-2021 06:00,14.84547059
15-05-2021 07:00,14.263
15-05-2021 08:00,14.84994118
15-05-2021 09:00,14.675
15-05-2021 10:00,14.49741176
15-05-2021 11:00,14.78217647
15-05-2021 12:00,14.90670588
15-05-2021 13:00,14.76858824
15-05-2021 14:00,14.782
15-05-2021 15:00,14.85394118
15-05-2021 16:00,14.95923529
15-05-2021 17:00,14.75111765
15-05-2021 18:00,14.63335294
15-05-2021 19:00,14.89241176
15-05-2021 20:00,14.81105882
15-05-2021 21:00,14.41029412
15-05-2021 22:00,15.24417647
15-05-2021 23:00,15.52182353
16-05-2021 00:00,16.00105882
16-05-2021 01:00,15.90552941
16-05-2021 02:00,16.25788235
16-05-2021 03:00,16.16411765
16-05-2021 04:00,16.44223529
16-05-2021 05:00,16.77658824
16-05-2021 06:00,16.22376471
16-05-2021 07:00,15.94929412
16-05-2021 08:00,16.19241176
16-05-2021 09:00,16.08294118
16-05-2021 10:00,16.144
16-05-2021 11:00,16.55582353
16-05-2021 12:00,16.51705882
16-05-2021 13:00,16.36476471
16-05-2021 14:00,16.93758824
16-05-2021 15:00,16.56976471
16-05-2021 16:00,16.00011765
16-05-2021 17:00,15.79
16-05-2021 18:00,15.847
16-05-2021 19:00,15.81682353
16-05-2021 20:00,16.20764706
16-05-2021 21:00,15.99382353
16-05-2021 22:00,15.849
16-05-2021 23:00,16.30217647
17-05-2021 00:00,17.15417647
17-05-2021 01:00,17.23564706
17-05-2021 02:00,17.62917647
17-05-2021 03:00,17.45370588
17-05-2021 04:00,18.22385714
17-05-2021 05:00,18.26671429
17-05-2021 06:00,17.23242857
17-05-2021 07:00,19.57228571
17-05-2021 08:00,18.69428571
17-05-2021 09:00,18.22642857
17-05-2021 10:00,18.11585714
17-05-2021 11:00,18.02442857
17-05-2021 12:00,18.21828571
17-05-2021 13:00,18.21
17-05-2021 14:00,14.25414286
17-05-2021 15:00,13.633
17-05-2021 16:00,12.52185714
17-05-2021 17:00,11.006
17-05-2021 18:00,9.258857143
17-05-2021 19:00,7.681142857
17-05-2021 20:00,7.357071429
17-05-2021 21:00,9.541928571
17-05-2021 22:00,8.998285714
17-05-2021 23:00,10.15642857
18-05-2021 00:00,11.41528571
18-05-2021 01:00,13.52
18-05-2021 02:00,12.90579243
18-05-2021 03:00,12.90579243
18-05-2021 04:00,18.36242857
18-05-2021 05:00,16.71057143
18-05-2021 06:00,16.48257143
18-05-2021 07:00,17.00171429
18-05-2021 08:00,16.211
18-05-2021 09:00,15.78371429
18-05-2021 10:00,13.98757143
18-05-2021 11:00,14.83114286
18-05-2021 12:00,14.72985714
18-05-2021 13:00,17.75317647
18-05-2021 14:00,17.57835294
18-05-2021 15:00,17.70276471
18-05-2021 16:00,17.30235294
18-05-2021 17:00,16.86747059
18-05-2021 18:00,15.58447059
18-05-2021 19:00,15.16652941
18-05-2021 20:00,14.19588235
18-05-2021 21:00,13.74264706
18-05-2021 22:00,12.88135294
18-05-2021 23:00,12.41776471
19-05-2021 00:00,13.05105882
19-05-2021 01:00,12.67082353
19-05-2021 02:00,11.80776471
19-05-2021 03:00,12.06529412
19-05-2021 04:00,12.32241176
19-05-2021 05:00,12.79876471
19-05-2021 06:00,12.55694118
19-05-2021 07:00,12.43023529
19-05-2021 08:00,11.95952941
19-05-2021 09:00,12.93911765
19-05-2021 10:00,13.12682353
19-05-2021 11:00,13.66552941
19-05-2021 12:00,14.02647059
19-05-2021 13:00,14.85141176
19-05-2021 14:00,15.33264706
19-05-2021 15:00,16.08341176
19-05-2021 16:00,16.75229412
19-05-2021 17:00,15.96276471
19-05-2021 18:00,16.09047059
19-05-2021 19:00,16.10058824
19-05-2021 20:00,15.98288235
19-05-2021 21:00,15.97570588
19-05-2021 22:00,15.37223529
19-05-2021 23:00,15.83917647
20-05-2021 00:00,15.86405882
20-05-2021 01:00,16.04152941
20-05-2021 02:00,16.04317647
20-05-2021 03:00,16.16394118
20-05-2021 04:00,15.89964706
20-05-2021 05:00,15.92676471
20-05-2021 06:00,15.838
20-05-2021 07:00,15.75435294
20-05-2021 08:00,15.46594118
20-05-2021 09:00,14.94905882
20-05-2021 10:00,14.97823529
20-05-2021 11:00,14.91429412
20-05-2021 12:00,14.80523529
20-05-2021 13:00,14.81117647
20-05-2021 14:00,14.97558824
20-05-2021 15:00,14.973
20-05-2021 16:00,14.78635294
20-05-2021 17:00,14.64411765
20-05-2021 18:00,14.96188235
20-05-2021 19:00,14.88276471
20-05-2021 20:00,14.81935294
20-05-2021 21:00,15.14364706
20-05-2021 22:00,14.98841176
20-05-2021 23:00,14.88676471
21-05-2021 00:00,14.64023529
21-05-2021 01:00,14.45694118
21-05-2021 02:00,14.34794118
21-05-2021 03:00,13.86023529
21-05-2021 04:00,13.59982353
21-05-2021 05:00,13.33788235
21-05-2021 06:00,13.18629412
21-05-2021 07:00,13.50552941
21-05-2021 08:00,13.34594118
21-05-2021 09:00,13.15635294
21-05-2021 10:00,13.33717647
21-05-2021 11:00,12.84435294
21-05-2021 12:00,12.62152941
21-05-2021 13:00,12.77594118
21-05-2021 14:00,12.85017647
21-05-2021 15:00,12.94970588
21-05-2021 16:00,12.87723529
21-05-2021 17:00,13.57647059
21-05-2021 18:00,13.87135294
21-05-2021 19:00,14.40423529
21-05-2021 20:00,15.036
21-05-2021 21:00,15.64647059
21-05-2021 22:00,16.02305882
21-05-2021 23:00,15.93052941
22-05-2021 00:00,15.24623529
22-05-2021 01:00,15.07747059
22-05-2021 02:00,14.99170588
22-05-2021 03:00,15.27564706
22-05-2021 04:00,15.28976471
22-05-2021 05:00,15.11923529
22-05-2021 06:00,14.837
22-05-2021 07:00,14.74729412
22-05-2021 08:00,14.67364706
22-05-2021 09:00,14.68129412
22-05-2021 10:00,14.63776471
22-05-2021 11:00,14.69323529
22-05-2021 12:00,14.46964706
22-05-2021 13:00,14.227
22-05-2021 14:00,13.63517647
22-05-2021 15:00,13.57317647
22-05-2021 16:00,13.72388235
22-05-2021 17:00,14.41582353
22-05-2021 18:00,14.94982353
22-05-2021 19:00,14.80152941
22-05-2021 20:00,14.30358824
22-05-2021 21:00,14.56694118
22-05-2021 22:00,14.52317647
22-05-2021 23:00,14.77441176
23-05-2021 00:00,15.28047059
23-05-2021 01:00,15.54458824
23-05-2021 02:00,15.46917647
23-05-2021 03:00,14.85388235
23-05-2021 04:00,14.97864706
23-05-2021 05:00,14.66429412
23-05-2021 06:00,14.67488235
23-05-2021 07:00,14.94735294
23-05-2021 08:00,15.05805882
23-05-2021 09:00,15.28858824
23-05-2021 10:00,14.816
23-05-2021 11:00,14.69129412
23-05-2021 12:00,14.74423529
23-05-2021 13:00,14.59405882
23-05-2021 14:00,14.28717647
23-05-2021 15:00,14.27394118
23-05-2021 16:00,14.13805882
23-05-2021 17:00,13.518
23-05-2021 18:00,12.92294118
23-05-2021 19:00,12.77405882
23-05-2021 20:00,12.62458824
23-05-2021 21:00,12.031
23-05-2021 22:00,11.98764706
23-05-2021 23:00,11.70429412
24-05-2021 00:00,11.43841176
24-05-2021 01:00,10.84123529
24-05-2021 02:00,10.37876471
24-05-2021 03:00,9.767411765
24-05-2021 04:00,9.393294118
24-05-2021 05:00,9.350764706
24-05-2021 06:00,9.213058824
24-05-2021 07:00,9.384352941
24-05-2021 08:00,9.273647059
24-05-2021 09:00,9.163529412
24-05-2021 10:00,4.548428571
24-05-2021 11:00,4.543571429
24-05-2021 12:00,4.565142857
24-05-2021 13:00,4.635857143
24-05-2021 14:00,5.372857143
24-05-2021 15:00,6.053428571
24-05-2021 16:00,6.482428571
24-05-2021 17:00,6.912285714
24-05-2021 18:00,7.365571429
24-05-2021 19:00,7.803285714
24-05-2021 20:00,8.187
24-05-2021 21:00,7.920857143
24-05-2021 22:00,7.542285714
24-05-2021 23:00,7.34
25-05-2021 00:00,7.737285714
25-05-2021 01:00,7.444
25-05-2021 02:00,9.379857143
25-05-2021 03:00,10.51542857
25-05-2021 04:00,11.78028571
25-05-2021 05:00,12.85585714
25-05-2021 06:00,13.64542857
25-05-2021 07:00,14.59985714
25-05-2021 08:00,15.68528571
25-05-2021 09:00,14.25528571
25-05-2021 10:00,14.39271429
25-05-2021 11:00,13.70385714
25-05-2021 12:00,13.65671429
25-05-2021 13:00,14.071
25-05-2021 14:00,12.76285714
25-05-2021 15:00,12.90579243
25-05-2021 16:00,12.90579243
25-05-2021 17:00,12.90579243
25-05-2021 18:00,12.90579243
25-05-2021 19:00,12.90579243
25-05-2021 20:00,12.90579243
25-05-2021 21:00,12.90579243
25-05-2021 22:00,6.072470588
25-05-2021 23:00,6.263647059
26-05-2021 00:00,6.394058824
26-05-2021 01:00,6.497882353
26-05-2021 02:00,6.848823529
26-05-2021 03:00,6.911117647
26-05-2021 04:00,7.884882353
26-05-2021 05:00,8.529470588
26-05-2021 06:00,9.243470588
26-05-2021 07:00,9.807882353
26-05-2021 08:00,10.20770588
26-05-2021 09:00,10.64817647
26-05-2021 10:00,10.87717647
26-05-2021 11:00,11.08547059
26-05-2021 12:00,11.60964706
26-05-2021 13:00,11.85335294
26-05-2021 14:00,12.21811765
26-05-2021 15:00,12.63052941
26-05-2021 16:00,12.64194118
26-05-2021 17:00,12.89405882
26-05-2021 18:00,13.25523529
26-05-2021 19:00,13.30835294
26-05-2021 20:00,13.72952941
26-05-2021 21:00,12.99947059
26-05-2021 22:00,12.95423529
26-05-2021 23:00,12.38258824
27-05-2021 00:00,12.25829412
27-05-2021 01:00,12.57576471
27-05-2021 02:00,12.36305882
27-05-2021 03:00,11.96594118
27-05-2021 04:00,12.32717647
27-05-2021 05:00,11.86058824
27-05-2021 06:00,12.07205882
27-05-2021 07:00,12.06664706
27-05-2021 08:00,11.86064706
27-05-2021 09:00,12.07970588
27-05-2021 10:00,12.12329412
27-05-2021 11:00,12.08241176
27-05-2021 12:00,12.13994118
27-05-2021 13:00,12.28688235
27-05-2021 14:00,12.28394118
27-05-2021 15:00,12.22123529
27-05-2021 16:00,12.88764706
27-05-2021 17:00,13.07676471
27-05-2021 18:00,12.69476471
27-05-2021 19:00,12.785
27-05-2021 20:00,12.96941176
27-05-2021 21:00,12.85276471
27-05-2021 22:00,13.02647059
27-05-2021 23:00,13.04229412
28-05-2021 00:00,13.07858824
28-05-2021 01:00,13.28852941
28-05-2021 02:00,13.28841176
28-05-2021 03:00,13.72923529
28-05-2021 04:00,14.17423529
28-05-2021 05:00,14.17388235
28-05-2021 06:00,13.76370588
28-05-2021 07:00,13.62152941
28-05-2021 08:00,14.50688235
28-05-2021 09:00,14.29223529
28-05-2021 10:00,14.16705882
28-05-2021 11:00,14.02117647
28-05-2021 12:00,13.976
28-05-2021 13:00,14.65170588
28-05-2021 14:00,15.08788235
28-05-2021 15:00,14.83423529
28-05-2021 16:00,14.35194118
28-05-2021 17:00,14.11264706
28-05-2021 18:00,13.99911765
28-05-2021 19:00,13.64711765
28-05-2021 20:00,13.59288235
28-05-2021 21:00,12.91252941
28-05-2021 22:00,14.441
28-05-2021 23:00,14.52558824
29-05-2021 00:00,13.67547059
29-05-2021 01:00,13.78382353
29-05-2021 02:00,13.47947059
29-05-2021 03:00,12.93270588
29-05-2021 04:00,13.40688235
29-05-2021 05:00,13.60582353
29-05-2021 06:00,13.48376471
29-05-2021 07:00,13.63452941
