datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4,total,new
2007-09-06,901.474000000002,172.026,344649.669999999,3963.19999999999,0,3888,3461,7675.566669465,73.49,10.4898823529412
2007-09-07,1336.496,181.738,344205.65,5770.4,3632,551,9388,8703.93331197999,135.71,11.0920588235294
2007-09-08,1469.752,186.33,345211.84,6324.4,3339,1801,9164,10191.8666834,143.04,11.2202352941177
2007-09-09,1679.502,209.152,344047.890000001,7277.80000000002,2184,4438,9233,12136.7000067,158.55,11.6762352941177
2007-09-10,1117.376,177.498,344719.67,4843.79999999998,935,595,5613,11479.9333257,71.43,11.1777647058824
2007-09-11,983.572,151.764,345703.67,4251,943,550,5792,9107.86669369999,72.85,10.8993529411765
2007-09-12,1287.764,171.794,345621.68,5558.39999999999,0,3217,7755,10490.73332587,109.72,10.9068823529412
2007-09-13,1146.382,165.958,344606.16,4988.80000000001,1175,2523,3853,11555.36670621,75.51,10.77
2007-09-14,1135.47,183.126,344594.73,4960.4,901,676,5804,11543.499977,73.81,10.6754117647059
2007-09-15,1095.312,184.466,345602.840000001,4720.59999999998,0,1449,6464,10342.20001716,79.13,10.7614117647059
2007-09-16,1652.224,192.352,344967.07,7151.4,3118,3064,9310,12045.066724224,154.92,11.0478235294118
2007-09-17,1461.186,202.313999999999,344469.309999999,6355.40000000001,6651,926,6279,10497.10001395,138.56,11.2391176470588
2007-09-18,1167.52,147.132,343095.37,5058.40000000001,1888,2029,5425,10116.66668543,93.42,11.0357647058824
2007-09-19,1298.684,151.794,346039.5,5592.00000000001,0,2743,7937,10964.733341825,106.8,10.8383529411765
2007-09-20,1255.532,132.908,345189.58,5358.20000000004,1056,489,9996,9384.53335689002,115.41,11.0196470588235
2007-09-21,1238.78,152.834,344709.310000001,5375.00000000001,3130,2745,6316,8455.33336458002,121.91,10.7808823529412
2007-09-22,1176.172,183.432,344855.57,5061.8,944,1311,7688,9659.86669787499,99.43,10.7275882352941
2007-09-23,1417.97,242.974,344880.62,6163.2,2831,1929,7382,11490.83334734,121.42,11.0095294117647
2007-09-24,1354.53,197.624,343584.870000001,5873.40000000001,929,3935,7955,9756.50005275998,128.19,10.9652941176471
2007-09-25,1764.342,130.078,342863.440000001,7497.19999999999,916,2253,9820,16416.6999764,129.89,10.8879411764706
2007-09-26,1832.47,169.322,344763.72,7775.40000000001,1133,9415,5695,14298.16664543,162.43,10.9107647058824
2007-09-27,1392.6,150.71,344976.559999999,5871.99999999999,1066,643,7324,14176.9999997,90.33,11.0219411764706
2007-09-28,1680.498,222.718,344825.9,7191.60000000002,996,3722,9952,13338.2999922,146.7,11.4563529411765
2007-09-29,2296.522,182.122,344361.76,9782.20000000001,4085,7457,8190,18543.366654975,197.32,11.9716470588235
2007-09-30,1516.29,163.588,345693.29,6411.59999999999,1405,582,10225,13059.5000009,122.12,12.2458235294118
2007-10-01,1720.922,146.734,344505.48,7306.2,1507,6622,5960,14593.03331043,140.89,12.6404117647059
2007-10-02,2198.86399999999,161.828,343431.06,9322.60000000001,508,8022,12815,15302.7332819,213.45,13.4305294117647
2007-10-03,1280.454,157.738,344535.94,5471.99999999997,979,5024,3692,11645.89998984,96.95,13.0895294117647
2007-10-04,1518.458,138.448,344455.31,6414.59999999998,2400,444,9710,12753.6334011,125.54,13.0129411764706
2007-10-05,1394.092,150.636,343911.04,5889.20000000001,0,351,9425,13458.8666252,97.76,13.0384705882353
2007-10-06,1756.24,186.192,343268.23,7441.4,4840,347,9666,14417.6666937,148.53,13.2839411764706
2007-10-07,2106.114,153.178,343909.84,8939.39999999998,2498,8255,10886,13462.8999748,216.39,13.8779411764706
2007-10-08,1095.242,121.896,344299.03,4652.79999999999,0,420,5082,12752.0333443,55.02,13.4844705882353
2007-10-09,1687.858,159.802,343985.97,7174.6,2034,2147,9290,14659.9666902,134.71,13.692
2007-10-10,1166.972,132.752,344766.47,5023.6,1863,2117,3345,12124.5333581,73.25,13.4086470588235
2007-10-11,1732.446,153.108,343359.58,7356.99999999999,2630,414,7806,18024.1000152,108.5,13.2928235294118
2007-10-12,1914.504,137.984,343413.089999999,8160.6,1020,5028,11659,14201.3999315,177.07,13.5703529411765
2007-10-13,1926.728,125.204,343822.19,8208.99999999999,969,3799,8463,18881.1333697,132.31,13.3931764705882
2007-10-14,2061.252,150.05,344305.49,8753.4,2930,7494,7126,16804.2000102,175.5,13.8941764705882
2007-10-15,1266.33,118.182,344581.5,5359.59999999999,1061,339,7654,12051.5000029,90.54,13.5638235294118
2007-10-16,1964.442,185.414,343962.17,8385.39999999999,0,7871,9876,14993.699996114,177.47,13.4470588235294
2007-10-17,1576.93,136.4,344436.67,6677.19999999999,1065,453,8968,15796.1666842,104.86,13.3455294117647
2007-10-18,1518.53,122.5,345312.41,6384.6,1162,317,9864,13965.8332999,113.43,13.184
2007-10-19,2085.648,121.478,345099.13,8788.59999999998,1299,3124,11648,18689.8000064,160.71,12.8737647058824
2007-10-20,1660.246,139.544,348227.74,6933.20000000002,2363,296,13225,11786.7667234,158.84,13.2378235294118
2007-10-21,1941.94,154.028,347746.67,8210.39999999999,3712,4357,7313,16983.66665,153.82,13.4041764705882
2007-10-22,1652.896,116.41,346385.38,6920.39999999997,0,299,13027,14222.266701,133.26,13.613
2007-10-23,1956.698,127.928,347371.59,8222.79999999997,1067,5186,10680,15678.633324,169.33,13.7353529411765
2007-10-24,1865.636,146.782,346763.91,7881.39999999999,4459,364,9115,17155.9333173,139.38,13.2823529411765
2007-10-25,1853.918,132.2,346280.59,7795.6,1478,2433,7385,19602.6333153,112.96,13.6231764705882
2007-10-26,1437.568,109.676,346580.43,6286.79999999999,0,348,5766,17845.4666825,61.14,13.1904117647059
2007-10-27,1785.688,109.186,345889.74,7645.20000000002,1374,4856,8949,14582.4666866,151.79,13.6524117647059
2007-10-28,512.157999999998,92.2979999999996,346847.12,2138.8,0,283,1765,6487.96665210001,20.48,13.1346470588235
2007-10-29,545.427999999998,86.9979999999996,347318.36,2267.2,0,269,2749,6072.46666409999,30.18,12.2705882352941
2007-10-30,811.007999999996,89.8399999999998,346501.33,3385.99999999999,0,1935,4256,7325.7999917,61.91,11.8564705882353
2007-10-31,1283.21,107.2,346088.13,5388.99999999997,0,4700,8915,7771.8333515,136.15,11.625
2007-11-01,496.216000000001,85.0459999999998,346951.3,2067.79999999999,0,293,1991,5986.26665430001,22.84,11.2267647058824
2007-11-02,1443.602,93.362,344662.54,6051.79999999998,1346,2115,12245,8354.033301,157.06,11.106705882353
2007-11-03,492.549999999999,88.1239999999998,345874.33,2065.4,0,282,1936,5991.16665050003,22.18,10.6203529411765
2007-11-04,1485.686,138.802,345895.95,6313,0,4387,7068,13306.4333324,114.55,10.6269411764706
2007-11-05,1500.592,131.35,345109.12,6330.59999999997,1265,397,6583,16764.86666626,82.45,10.1665882352941
2007-11-06,2082.378,200.526,343730.82,8855.80000000006,1105,5515,10690,17396.3000369,173.1,10.2504705882353
2007-11-07,1844.758,193.52,344973.47,7892.79999999999,5042,301,6374,19028.9666661,117.17,10.0348823529412
2007-11-08,1501.06,134.698,346683.809999999,6386.39999999998,1715,314,6500,16488.6666534,85.29,9.75270588235295
2007-11-09,2171.22600000001,113.242,343750.23,9168.79999999997,0,4573,15375,16239.1000026,199.48,9.93005882352942
2007-11-10,2611.6,237.652,344318.99,11098,3697,304,13767,25758.6666771,177.68,10.1553529411765
2007-11-11,1887.124,185.61,345974.78,7978.40000000001,3445,320,6024,21663.0666647,97.89,10.066705882353
2007-11-12,2156.146,137.468,345348.85,9031.6,1018,4165,13281,17471.7666849,184.64,10.7931764705882
2007-11-13,2214.398,140.952,347217.09,9292.99999999997,978,4933,11076,19919.6333126,169.87,10.8995294117647
2007-11-14,2047.994,141.59,345522.28,8554.6,1055,295,16345,16438.233364,176.95,11.8199411764706
2007-11-15,1491.988,133.066,345578.39,6330.79999999998,1606,571,7503,15186.466678,96.8,12.2118235294118
2007-11-16,2309.754,123.978,347016.26,9674,1991,4660,13564,18280.9000105,202.15,13.0367647058824
2007-11-17,2610.09399999999,168.03,346468.93,10942.4,2588,2199,14990,23724.566625,197.77,13.3992352941177
2007-11-18,2183.858,161.762,348855.06,9140.59999999997,5201,2097,7066,22033.6333693,143.64,14.1098235294118
2007-11-19,1723.654,112.03,349583.55,7208.99999999998,1089,253,10750,16635.5666709,120.92,13.8972352941177
2007-11-20,2095.856,124.832,347527.91,8770.2,1015,3954,11026,18935.93330175,159.95,14.7076470588235
2007-11-21,1754.716,131.718,347753.62,7372.40000000001,1139,550,9455,18101.2665958,111.44,14.6893529411765
2007-11-22,1932.378,143.108,347853.67,8144.99999999999,2867,297,9001,20041.3000363,121.65,14.9199411764706
2007-11-23,2522.618,138.912,346640.21,10570.6,2168,6181,13685,20009.6333882,220.34,15.1978235294118
2007-11-24,1899.054,150.512,348195.95,7938.19999999999,1573,4131,13451,12495.8999628,191.55,15.6353529411765
2007-11-25,1395.598,122.776,349432.07,5884.79999999999,3556,279,5678,13746.9667121,95.13,15.6932352941177
2007-11-26,1569.716,117.05,347207.75,6625.99999999999,1088,288,8926,15859.9333275,103.02,15.1258235294118
2007-11-27,2801.012,139.994,347502.38,11745,1063,11020,15111,19489.5333173,271.94,15.6802941176471
2007-11-28,1644.94,115.442,349768.52,6876.79999999996,1182,769,7810,17654.666624,97.61,15.6786470588235
2007-11-29,1719.514,118.71,349535,7222.79999999996,2031,283,8818,17526.5666553,111.32,15.2473529411765
2007-11-30,2331.72800000001,147.28,350622.36,9730.4,0,7941,13601,17320.1333701,215.42,15.5152941176471
2007-12-01,3134.942,288.892,345983.16,13235.8,9356,353,17847,24693.0332522,275.56,16.0953529411765
2007-12-02,2946.188,325.082,346651.21,12410.8,2090,6915,10636,29462.1333526,196.41,16.6812941176471
2007-12-03,1762.06,131.914,347154.610000001,7438.4,1141,299,10428,17499.6666662,118.68,16.1902941176471
2007-12-04,2067.636,145.016,347811.81,8705.00000000001,1012,5828,8561,19059.5999713,154.01,15.9328823529412
2007-12-05,2153.12,178.398,347368.15,9141.39999999999,3422,295,10919,21249.3332807,146.36,15.9488823529412
2007-12-06,2487.934,161.936,345182.54,10566.6,4751,318,11908,24488.5666431,169.77,16.2362352941177
2007-12-07,1769.016,147.64,346566.31,7427.39999999999,459,3710,10263,15051.5999995,144.32,16.1442941176471
2007-12-08,2213.404,154.34,344966.300000001,9371.60000000001,1133,2354,12283,21120.0666469,157.7,16.4164117647059
2007-12-09,2274.584,200.936,345477.709999999,9650.19999999995,4176,2428,8728,22577.733351,153.32,16.602705882353
2007-12-10,1758.754,125.012,348341.52,7451.39999999998,1102,278,8281,19651.5666781,96.61,15.8748823529412
2007-12-11,2305.104,133.698,347702.74,9665.6,1050,3817,12740,20811.3999848,176.07,15.7838235294118
2007-12-12,1588.062,116.886,349165.91,6611.20000000001,1152,254,7759,17302.7000106,91.65,15.7633529411765
2007-12-13,1847.746,111.49,348231.37,7804.20000000001,1103,1448,8911,19333.7666926,114.62,15.8315882352941
2007-12-14,1974.808,179.55,348459.73,8291.19999999998,980,3849,12941,15143.4666978,177.7,15.2772352941177
2007-12-15,2736.876,157.626,347444.13,11491.2,1706,3687,14313,25908.5999803,197.06,15.8622352941177
2007-12-16,2762.21799999999,126.938,349466.38,11508.8,3410,2281,12929,27416.9666770999,186.2,16.302705882353
2007-12-17,1797.674,105.226,349382.04,7470.19999999999,1636,243,10567,17515.2333678,124.46,15.7676470588235
2007-12-18,2623.194,144.08,349833.58,10947,1123,5810,11093,25693.8999065,180.26,15.2070588235294
2007-12-19,2196.052,109.336,349489.58,9121.59999999999,1233,2658,11679,21030.8666816,155.7,14.9675882352941
2007-12-20,1949.758,119.434,350161.83,8083.20000000001,1859,276,13592,16768.9666591,157.27,15.1945882352941
2007-12-21,1982.576,106.47,349749.55,8227.79999999998,1191,200,12251,19400.9333161,136.42,15.0911176470588
2007-12-22,2611.264,141.314,348689.57,10934.6,3819,4550,12673,22479.0666609,210.42,15.4679411764706
2007-12-23,2409.048,176.272,349283.43,10055.2,1971,3091,11962,23126.7999609,170.24,15.470705882353
2007-12-24,2257.848,149.754000000001,349416.610000001,9431.59999999995,2985,2316,14350,17979.7999268,196.51,15.777705882353
2007-12-25,2694.968,151.812,349892.45,11219,4588,3368,9084,27876.1333114,170.4,15.8524117647059
2007-12-26,2580.28,140.314,349045.049999998,10693.5999999999,1109,2773,9480,29642.6666959,133.62,15.7365294117647
2007-12-27,2532.198,190.582,348640.72,10650,4122,1490,7960,28631.2999573,135.72,15.9665882352941
2007-12-28,3113.052,206.8,348889.649999999,13004,1980,8554,15823,25527.2000381,263.57,16.4812941176471
2007-12-29,3298.956,199.892,346392.96,13766.4,4836,2434,14906,32806.600014,221.76,17.2466470588235
2007-12-30,2558.916,178.436,348622.809999999,10750.6,3595,3597,13485,21971.6000367,206.77,17.788705882353
2007-12-31,2216.542,145.536000000001,347176.5,9295.20000000001,0,3457,14071,19414.3666607001,175.28,17.7744705882353
2008-01-01,2759.738,142.508,347092.81,11489.2,2461,2739,12355,28440.6333049,175.55,17.6479411764706
2008-01-02,1644.106,111.666,349081.13,6869.40000000002,0,3094,8987,15320.766669,120.81,17.2632941176471
2008-01-03,1510.108,121.182,350031.540000001,6338.39999999999,1130,846,6671,16521.4666598,86.47,17.0398235294118
2008-01-04,2291.852,136.706,347433.67,9669.8,1241,5326,11752,19878.5333043,183.19,17.0570588235294
2008-01-05,2183.248,129.464,343905.04,9283.40000000002,2113,286,14591,19397.466621,169.9,17.1405882352941
2008-01-06,1825.184,116.958,344746.5,7761.79999999996,1966,2445,7824,18184.7333341,122.35,16.9351764705883
2008-01-07,1695.814,116.172,346671.27,7078.00000000001,1288,282,10294,16399.5666753,118.64,16.8305882352941
2008-01-08,2043.55,127.452,346783.4,8625.60000000003,2197,3511,9793,18558.1666876,155.01,16.5046470588236
2008-01-09,1788.44,125.336,347412.44,7533.99999999999,1162,284,8963,19398.3333257,104.09,16.1155294117647
2008-01-10,1894.076,120.504,346762.28,8056.20000000001,1307,285,9992,19983.933312,115.84,15.641
2008-01-11,1705.818,95.4840000000001,346190.47,7147.39999999997,1261,290,7997,18882.3000264,95.48,15.2002941176471
2008-01-12,2871.408,162.724,345542.660000001,12274.4,5594,2621,11116,28525.8000174,193.31,15.5514117647059
2008-01-13,2885.378,144.346,345233.85,12174.6,6506,340,9378,31865.6332772,162.24,15.7074117647059
2008-01-14,2024.932,120.11,346030.57,8660.99999999999,5918,339,9738,17753.8666911,159.95,15.0978823529412
2008-01-15,2686.912,113.144,346621.66,11363.4,782,6883,14512,22604.8666552,221.77,15.0979411764706
2008-01-16,2135.852,128.93,346207.89,9100.20000000001,1162,3430,9391,21614.5333622,139.83,14.7041764705883
2008-01-17,1572.282,116.718,347944.31,6688.79999999999,1007,350,8657,16190.7000396,100.14,14.2621764705883
2008-01-18,2186.988,119.29,345503.42,9262.40000000003,1034,846,14983,19586.8000134,168.63,14.2214705882353
2008-01-19,1980.306,134.982,345032.529999999,8393.59999999999,2521,6054,8015,16415.0999564,165.9,14.486705882353
2008-01-20,1740.368,138.614,345520.140000001,7414.4,1775,380,4940,21911.1333257,70.95,14.3954117647059
2008-01-21,1858.998,122.4,344973.239999999,7947.40000000003,0,376,10447,20160.3000248,108.23,13.9544705882353
2008-01-22,2325.018,143.462,345736.479999999,9977.39999999999,4670,7640,7552,18888.3000031,198.62,14.1234117647059
2008-01-23,1882.308,107.984,346906.15,7949.19999999998,1116,387,13359,16509.7999954,148.62,14.2779411764706
2008-01-24,1645.022,104.306,346722.089999999,7038.59999999999,1107,320,5935,20055.0333595,73.62,14.0131176470588
2008-01-25,2239.856,119.626,346615.84,9423.39999999999,0,2421,11409,23500.9333485,138.3,13.9148235294118
2008-01-26,2834.988,168.422,345254.7,12048,4925,311,15606,26407.8000423,208.42,14.5285294117647
2008-01-27,2381.766,140.758,347477.29,10058.2,3725,3818,7367,24786.1000194,149.1,14.7241764705883
2008-01-28,2308.196,107.836,346272.16,9748.20000000005,1142,280,12792,24255.9333355,142.14,14.9986470588236
2008-01-29,2676.024,117.176,346497.269999999,11292.8,1487,6199,11077,25837.3999493,187.63,14.9652352941177
2008-01-30,1640.646,116.47,347925.1,6949.99999999999,0,261,7261,19822.0999633,75.22,14.4533529411765
2008-01-31,1953.922,137.576,348315.48,8342.4,1165,267,9437,21696.3667129,108.69,14.1518235294118
2008-02-01,1534.652,179.25,346118.79,6505.39999999997,336,280,7241,17720.5333838,78.57,13.3094705882353
2008-02-02,2937.614,231.052,346020.26,12453,6247,2766,15206,24741.2332987,242.19,13.9115882352941
2008-02-03,2084.568,153.708,346090.64,8835.40000000002,2319,4435,8452,19536.8000361,152.06,14.217
2008-02-04,1628.138,104.034,345967.5,6879.19999999999,1161,252,9531,16191.6333535,109.44,13.8688235294118
2008-02-05,2472.456,152.786,347006.759999999,10383.2,1098,7803,13717,18589.5999539,226.18,14.2234117647059
2008-02-06,1669.54,114.26,343315.749999999,7104.39999999999,2114,356,8428,16927.6666527,108.98,14.4471176470588
2008-02-07,1518.31,108.706,347141.59,6392.6,0,295,8089,16921.1667291,83.84,14.3036470588236
2008-02-08,1950.564,119.094,346223.69,8276.00000000001,940,1921,9563,20085.3999823,124.24,13.8661176470588
2008-02-09,2102.276,144.528,348140.89,8769.6,2050,2838,10293,19856.9332919,151.81,13.8848823529412
2008-02-10,2184.714,151.736,347436.289999999,9211.40000000001,2562,2955,10128,20766.8999483,156.45,14.3721176470588
2008-02-11,1692.016,102.246,348036.76,7101.79999999999,1018,297,8930,17955.2666793,102.45,14.1612352941177
2008-02-12,1987.798,130.946,344893.18,8419.79999999998,2009,1856,12138,17126.9666742,160.03,13.8765882352941
2008-02-13,1900.498,128.478,347332.459999999,8035.39999999999,2530,3615,7568,17961.966675,137.13,13.8061764705883
2008-02-14,1604.622,113.646,346701.34,6744.59999999998,1300,291,9299,15853.7000271,108.9,13.6106470588236
2008-02-15,2005.208,107.952,348322.47,8324.99999999998,1109,1723,13417,17171.1333541,162.49,13.4627647058824
2008-02-16,2346.94799999999,138.994,347166.080000001,9927.19999999998,1076,2360,11599,24080.8000079,150.35,13.904705882353
2008-02-17,1933.368,120.076,349156.56,8142.40000000001,3182,2257,6049,20734.8000558,114.88,13.9411176470588
2008-02-18,1514.404,101.972,348572.06,6301.79999999998,0,251,10345,14644.0666422,105.96,14.1022352941177
2008-02-19,2126.916,137.568,347054.59,8956.4,1881,4711,11200,17656.5999984,177.92,13.7241764705883
2008-02-20,2253.79,190.268,348004.35,9516,3655,5516,7704,20688.1666836,168.75,13.8223529411765
2008-02-21,1633.85,112.274,346680.56,6895.39999999996,0,307,8523,18400.8333336,88.3,13.698
2008-02-22,1732.564,121.688,347667.5,7279.59999999999,1167,1985,10101,15623.0667062,132.53,13.1471176470588
2008-02-23,1836.86,132.608,345126.68,7793.80000000002,1684,2250,10075,16605.3333605,140.09,13.3301176470589
2008-02-24,1263.008,107.332,346144.03,5239.99999999996,754,332,11447,8517.13333829998,125.33,13.5741764705883
2008-02-25,504.487999999999,91.7199999999997,345277.45,2095.99999999999,0,321,1856,6231.13333289999,21.77,12.9714117647059
2008-02-26,507.119999999999,84.5899999999998,344927.989999999,2101,0,295,2013,6144.0000152,23.08,12.2141764705883
2008-02-27,566.72,86.1679999999998,344957.79,2353.19999999999,0,326,2969,6150.33333300001,32.95,11.487705882353
2008-02-28,509.184,83.2479999999997,345318.15,2112.40000000001,0,281,2028,6177.39999300003,23.09,11.0208823529412
2008-02-29,1333.348,88.9479999999999,342775.43,5576.59999999996,0,3773,8062,10387.4666223,118.35,10.775705882353
2008-03-01,1141.876,105.158,344781.380000001,4719.80000000004,0,1287,2724,15020.2665925,40.11,10.205
2008-03-02,1162.226,144.71,345234.59,4931.99999999999,0,5244,2565,11561.4333531,78.09,10.0237647058824
2008-03-03,1040.55,114.334,346106.86,4287.60000000002,0,2207,1755,13380.4999019,39.62,9.30100000000002
2008-03-04,1668.99,108.958,347078.04,7009.40000000001,1249,2443,9415,14709.5000169,131.07,9.18758823529414
2008-03-05,2037.208,140.898,347133.95,8598,1145,9797,5529,17482.46671,164.71,9.48070588235296
2008-03-06,2503.208,106.184,346218.09,10389,1082,372,6965,33301.1333453001,84.19,9.35264705882355
2008-03-07,1862.956,129.392,346775.14,7835.99999999998,1235,3471,9033,17310.2666929,137.39,9.11423529411767
2008-03-08,2248.66,237.08,347890.97,9487.20000000002,6286,346,8435,22410.6666614,150.67,9.0078823529412
2008-03-09,1560.458,135.574,346674.79,6611.19999999998,2607,333,4155,18912.6333588,70.95,8.90582352941179
2008-03-10,1618.686,127.124,348087.38,6785.99999999998,2009,368,8660,15941.1000478,110.37,8.77547058823532
2008-03-11,2200.042,151.1,346210.78,9312.39999999999,1271,3901,12936,18559.3666662,181.08,9.01658823529414
2008-03-12,1774.23200000001,138.194,347122.38,7447.99999999995,1120,2374,11042,15034.5333221,145.36,9.13441176470591
2008-03-13,1675.514,128.474,346755.78,7115.99999999999,3263,3590,5464,15608.2333244,123.17,9.7308823529412
2008-03-14,2210.22,159.748,346503.41,9282.60000000002,980,3881,14476,17499.999971,193.37,10.7325882352941
2008-03-15,1576.3,154.412,345885.11,6696.99999999997,2550,502,5910,17309.6667071,89.62,11.0659411764706
2008-03-16,1801.96,173.652,347464.319999999,7629.59999999999,2394,566,11286,15786.6666657,142.46,11.7681176470588
2008-03-17,1706.918,175.274,346759.53,7209.99999999996,236,6651,9346,12215.6333309,162.33,12.0268235294118
2008-03-18,1917.566,147.44,348377.74,8023.60000000001,1156,4019,12544,14240.4333357,177.19,12.8331764705883
2008-03-19,1308.448,142.498,349059.19,5508.8,2110,411,6154,13132.4666512,86.75,12.8841176470588
2008-03-20,1253.274,120.854,348138.12,5269.80000000001,1107,478,6670,12632.9000117,82.55,13.1366470588236
2008-03-21,2066.442,223.824,347572.67,8695.00000000001,2171,4778,13275,14216.6999954,202.24,13.5552941176471
2008-03-22,2053.516,185.68,347921.499999999,8669.19999999999,3322,588,12405,17910.2667022,163.15,13.5461176470588
2008-03-23,2325.99,152.446,349419.78,9778.4,6279,2112,13878,16497.4999604,222.69,14.3608235294118
2008-03-24,1978.452,131.166,349492.02,8301.59999999998,1169,5988,7025,18792.1999999,141.82,14.3868823529412
2008-03-25,2015.856,127.832,348679.03,8453.59999999998,2246,3677,13494,14180.6000112,194.17,14.6427647058824
2008-03-26,1633.472,133.598,349646.110000001,6858.80000000001,2547,3831,7547,13299.5333439,139.25,15.0445294117647
2008-03-27,1370.822,116.44,348617.579999999,5703.6,0,356,9022,13469.03337,93.78,14.9469411764706
2008-03-28,1885.424,137.64,348945.61,7889.79999999999,2325,3605,11581,13912.7333126,175.11,14.9118235294118
2008-03-29,2471.15,175.068,347405.110000001,10381.4,5153,375,17240,18417.8333061,227.68,15.3960588235294
2008-03-30,2146.392,175.97,347275.81,9039.59999999998,5045,1315,9769,19644.2000382,161.29,15.6202941176471
2008-03-31,1377.57,130.86,349526.94,5768.59999999999,1091,411,9387,12070.5000022,108.89,15.1233529411765
2008-04-01,2129.05199999999,170.396,347926.76,8931.59999999999,1079,6657,14515,13233.2000099,222.51,15.9050588235294
2008-04-02,1691.672,142.54,343680.71,7211,1106,3674,7989,15425.533316,127.69,15.8181764705883
2008-04-03,1128.756,121.236,346599.71,4724.39999999999,0,422,6901,11489.6000176,73.23,15.2940588235294
2008-04-04,1631.918,125.306,347516.72,6805.99999999999,2133,775,13246,11044.6333601,161.54,15.202
2008-04-05,1970.762,203.684,346403.56,8330.20000000001,2929,874,13644,15399.0333154,174.47,15.718
2008-04-06,1696.318,150.572,347255.43,7122.80000000001,1124,2615,7552,16980.9667404,112.91,15.8965882352941
2008-04-07,1538.838,141.28,350248.79,6457.20000000002,2420,672,9466,13089.2999899,125.58,15.4456470588236
2008-04-08,2657.516,184.176000000001,348575.88,11087.2,2752,10713,17519,13307.933334,309.84,16.3085294117647
2008-04-09,1218.852,132.864,348937.5,5073,0,376,9003,10935.2000702,93.79,15.5502941176471
2008-04-10,1477.746,163.68,348406.63,6199.80000000004,3261,457,6527,14384.1000496,102.45,15.318705882353
2008-04-11,1877.664,143.89,346692.06,7851.80000000005,1802,491,14522,14479.4000355,168.15,15.1656470588235
2008-04-12,2800.014,392.271999999999,347130.97,11834.2,7076,2499,15225,21866.9000956,248,15.8053529411765
2008-04-13,2232.986,213.514,346209.59,9434.59999999998,2554,5942,13007,15713.4333855,215.03,16.5185882352941
2008-04-14,1589.582,154.958,348932.24,6630.19999999999,0,425,11197,14871.0333358,116.22,16.1721764705883
2008-04-15,1670.406,178.782,347383.79,7069.80000000004,1174,3998,9874,12794.1000462,150.46,15.7179411764706
2008-04-16,1489.064,125.904,348111.92,6215.19999999998,838,403,11322,12254.7333695,125.63,15.5081764705883
2008-04-17,1395.862,145.878,347621.179999999,5910.19999999997,1719,417,8638,12490.3666878,107.74,15.5014117647059
2008-04-18,1862.39,184.646,346523.87,7859,2174,3832,10921,14112.833304,169.27,15.1882352941177
2008-04-19,2253.71,245.284,347246.18,9556,4319,2457,14722,16063.8333656,214.98,15.701705882353
2008-04-20,1791.418,227.854,347663.340000001,7575.2,1030,4544,10401,13881.9667076,159.75,16.2106470588236
2008-04-21,1164.156,175.4,348469.190000001,4902.00000000004,0,2673,6788,9941.6000546,94.61,15.8169411764706
2008-04-22,1627.676,193.15,346981.99,6872.40000000001,971,5093,10603,10460.9333368,166.67,15.7710588235294
2008-04-23,1357.328,189.502,347776.33,5713.20000000001,1380,492,8406,12344.1334258,102.78,15.7114705882353
2008-04-24,1043.772,171.924,346471.67,4403.60000000004,1263,522,5296,10315.20000734,70.81,15.3892941176471
2008-04-25,1267.734,162.224,347050.299999999,5327.99999999997,824,2004,9400,8900.9000244,122.28,14.286
2008-04-26,903.165999999999,168.696,346741.289999999,3792.99999999999,0,634,3586,10832.7666558,42.2,13.9825294117647
2008-04-27,1008.24,198.118,346906.49,4267.80000000001,693,588,5488,10035.0000466,67.69,13.7780588235294
2008-04-28,659.052000000003,167.118,347008.98,2809.00000000004,0,621,2786,7577.2000444,34.07,12.9893529411765
2008-04-29,1972.616,215.356,346617.94,8309.8,1402,5411,10481,15582.9333965,172.94,12.5478235294118
2008-04-30,1101.726,171.556,347664.450000001,4634.80000000002,1057,590,6653,10062.0999794,83,11.7711764705883
2008-05-01,576.014000000001,150.696,347682.619999999,2451.40000000003,0,530,2586,6484.233349,31.16,11.2708235294118
2008-05-02,1497.768,205.568,347974.48,6304.00000000002,3114,584,8687,12577.7999861,123.85,11.1142941176471
2008-05-03,1289.6,202.004000000001,346800.51,5473.39999999999,996,541,6535,13421.3333988999,80.72,10.8501176470589
2008-05-04,1470.97,209.422,347587.89,6281.99999999999,2196,2872,5464,13984.1667129,105.32,10.8358823529412
2008-05-05,1366.932,185.75,346661.07,5756.80000000004,1008,378,10197,11199.2000482,115.83,10.5215294117647
2008-05-06,1789.98,199.596,346018.06,7554.20000000003,1354,5410,12200,10868.999992,189.64,10.3724705882353
2008-05-07,1176.264,190.956,347157.019999999,4978.80000000002,1030,423,6649,11502.4000556,81.02,9.9093529411765
2008-05-08,2116.698,253.244,345385.86,8897.00000000002,3667,702,12717,18192.3000146,170.86,10.3578823529412
2008-05-09,1747.272,229.874,346278.56,7396.00000000001,2229,423,11904,14565.2000186,145.56,10.233705882353
2008-05-10,1909.128,289.813999999999,345724.17,8116.39999999998,6950,612,11714,12542.7999878,192.76,10.763
2008-05-11,1610.92,275.701999999999,346299.260000001,6917.99999999999,563,1340,6930,18015.66671172,88.33,10.8660588235294
